Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
8.950,27.2318,23.8432,-1.5401,0.0026,0.2933,5.7455,-0.1058,5.7464,1.0893,0.0914,1.6659,57.6445,0.5505,57.6450
9.000,27.3034,23.9469,-1.5459,0.0025,0.2933,5.7749,-0.0703,5.7753,1.0893,0.0914,1.6569,57.7537,0.0102,57.7537
9.050,27.3548,24.0289,-1.5518,0.0023,0.2933,5.8004,-0.0387,5.8005,1.0893,0.0913,1.6481,57.9731,-0.3896,57.9733
9.100,27.4109,24.1051,-1.5577,0.0022,0.2933,5.8222,-0.0176,5.8222,1.0893,0.0912,1.6396,58.2556,-0.6481,58.2563
9.150,27.4476,24.1827,-1.5636,0.0021,0.2933,6.0768,-0.0142,6.0768,1.0893,0.0911,1.6319,58.5693,-0.6373,58.5699
9.200,27.5119,24.2630,-1.5694,0.0019,0.2933,5.8844,-0.0261,5.8844,1.0893,0.0910,1.6244,58.9067,-0.3509,58.9069
9.250,27.5472,24.3589,-1.5753,0.0018,0.2933,6.4904,-0.0545,6.4906,1.0893,0.0910,1.6175,59.2502,0.1392,59.2502
9.300,27.6413,24.3934,-1.5811,0.0017,0.2933,5.9550,-0.0769,5.9555,1.0893,0.0909,1.6109,59.4759,0.5297,59.4763
9.350,27.7011,24.5261,-1.5868,0.0015,0.2934,5.9301,-0.1017,5.9310,1.0893,0.0908,1.6049,59.6870,0.9502,59.6882
9.400,27.8002,24.6583,-1.5926,0.0014,0.2934,5.9588,-0.1192,5.9600,1.0893,0.0908,1.5996,59.7611,1.1485,59.7628
9.450,27.8857,24.7934,-1.5984,0.0013,0.2934,5.9947,-0.1233,5.9959,1.0894,0.0908,1.5946,59.8107,1.2129,59.8126
9.500,27.9938,24.9425,-1.6041,0.0013,0.2934,6.0353,-0.1127,6.0363,1.0894,0.0909,1.5902,59.8247,1.0284,59.8260
9.550,28.1244,25.0691,-1.6098,0.0012,0.2934,6.0701,-0.0896,6.0708,1.0894,0.0909,1.5859,59.8109,0.6453,59.8115
9.600,28.2411,25.2151,-1.6155,0.0012,0.2933,6.1076,-0.0605,6.1079,1.0894,0.0910,1.5823,59.8862,0.1903,59.8863
9.650,28.3653,25.3603,-1.6212,0.0012,0.2933,6.1437,-0.0329,6.1438,1.0894,0.0910,1.5793,60.0083,-0.1987,60.0084
9.700,28.4629,25.4811,-1.6269,0.0011,0.2933,6.5937,-0.0138,6.5937,1.0894,0.0910,1.5766,60.1800,-0.3596,60.1802
9.750,28.5919,25.5818,-1.6326,0.0010,0.2933,6.2389,-0.0052,6.2389,1.0895,0.0909,1.5741,60.3830,-0.4106,60.3832
9.800,28.6970,25.7150,-1.6383,0.0009,0.2933,6.2275,-0.0117,6.2275,1.0895,0.0908,1.5723,60.6066,-0.2714,60.6066
9.850,28.8239,25.8631,-1.6441,0.0007,0.2933,6.2557,-0.0294,6.2557,1.0895,0.0908,1.5713,60.7701,0.0298,60.7701
9.900,28.9414,25.9917,-1.6498,0.0006,0.2933,6.2849,-0.0522,6.2851,1.0895,0.0909,1.5707,60.9185,0.5762,60.9189
9.950,29.0770,26.1408,-1.6555,0.0004,0.2933,6.3192,-0.0728,6.3196,1.0895,0.0909,1.5704,60.9796,0.9871,60.9807
10.000,29.2431,26.2930,-1.6613,0.0003,0.2933,6.3546,-0.0867,6.3552,1.0896,0.0910,1.5704,60.9514,1.1277,60.9529
10.050,29.4081,26.4810,-1.6670,0.0001,0.2933,6.4000,-0.0902,6.4006,1.0896,0.0910,1.5711,60.9013,1.0558,60.9026
10.100,29.5672,26.6267,-1.6728,-0.0001,0.2933,6.5540,-0.0826,6.5545,1.0896,0.0911,1.5722,60.8583,0.8732,60.8592
10.150,29.7407,26.8354,-1.6786,-0.0002,0.2933,6.4975,-0.0592,6.4978,1.0896,0.0911,1.5736,60.8342,0.5849,60.8346
10.200,29.9263,26.9991,-1.6843,-0.0004,0.2933,6.5255,-0.0331,6.5255,1.0896,0.0911,1.5755,60.8102,0.2080,60.8103
10.250,30.0907,27.1822,-1.6901,-0.0005,0.2933,6.5654,-0.0112,6.5654,1.0896,0.0911,1.5779,60.8511,-0.0521,60.8511
10.300,30.2653,27.3396,-1.6959,-0.0006,0.2933,6.5997,0.0023,6.5997,1.0896,0.0912,1.5806,60.9419,-0.1548,60.9419
10.350,30.4277,27.5018,-1.7017,-0.0007,0.2934,6.6332,0.0053,6.6332,1.0897,0.0912,1.5837,61.0369,-0.0762,61.0369
10.400,30.6062,27.6627,-1.7074,-0.0008,0.2933,6.6663,-0.0028,6.6663,1.0897,0.0912,1.5872,61.1134,0.1058,61.1134
10.450,30.7840,27.8410,-1.7132,-0.0009,0.2934,6.7024,-0.0206,6.7024,1.0897,0.0912,1.5911,61.1659,0.4064,61.1661
10.500,30.9690,28.0273,-1.7190,-0.0009,0.2934,6.7420,-0.0399,6.7421,1.0897,0.0912,1.5953,61.1768,0.6924,61.1773
10.550,31.1704,28.2060,-1.7248,-0.0010,0.2934,6.7814,-0.0560,6.7817,1.0897,0.0912,1.5998,61.1233,0.8758,61.1242
10.600,31.3748,28.3994,-1.7306,-0.0012,0.2934,6.8241,-0.0648,6.8244,1.0897,0.0911,1.6046,61.0395,0.8999,61.0404
10.650,31.5914,28.5921,-1.7363,-0.0013,0.2934,6.8668,-0.0629,6.8671,1.0897,0.0910,1.6097,60.9333,0.7543,60.9339
10.700,31.7981,28.8161,-1.7421,-0.0014,0.2934,6.9156,-0.0510,6.9158,1.0897,0.0910,1.6153,60.8418,0.5461,60.8422
10.750,32.0110,29.0304,-1.7479,-0.0015,0.2934,6.9613,-0.0328,6.9613,1.0897,0.0910,1.6212,60.7548,0.3323,60.7549
10.800,32.2306,29.1898,-1.7537,-0.0016,0.2934,6.9975,-0.0141,6.9976,1.0898,0.0909,1.6269,60.7015,0.0829,60.7016
10.850,32.4313,29.4099,-1.7594,-0.0017,0.2934,7.0405,-0.0004,7.0405,1.0898,0.0908,1.6332,60.6983,-0.0904,60.6983
10.900,32.6504,29.6185,-1.7652,-0.0018,0.2934,7.0819,0.0052,7.0819,1.0898,0.0908,1.6399,60.6783,-0.1210,60.6783
10.950,32.8571,29.7917,-1.7710,-0.0019,0.2934,7.1158,0.0023,7.1158,1.0898,0.0908,1.6467,60.6993,0.0807,60.6993
11.000,33.0660,30.0058,-1.7768,-0.0020,0.2934,7.1565,-0.0080,7.1565,1.0898,0.0908,1.6538,60.6783,0.3144,60.6784
11.050,33.3021,30.2029,-1.7826,-0.0021,0.2934,7.1955,-0.0227,7.1955,1.0898,0.0909,1.6609,60.6029,0.5011,60.6032
11.100,33.5245,30.3981,-1.7883,-0.0022,0.2934,7.2346,-0.0373,7.2347,1.0898,0.0909,1.6681,60.5403,0.6624,60.5408
11.150,33.7569,30.6218,-1.7941,-0.0023,0.2934,7.2792,-0.0460,7.2793,1.0898,0.0909,1.6756,60.4335,0.6944,60.4341
11.200,33.9957,30.8439,-1.7999,-0.0023,0.2934,7.3250,-0.0457,7.3252,1.0898,0.0909,1.6833,60.3045,0.6769,60.3050
11.250,34.2279,31.0648,-1.8057,-0.0024,0.2934,7.3708,-0.0383,7.3709,1.0898,0.0910,1.6911,60.1846,0.6180,60.1851
11.300,34.4653,31.2967,-1.8115,-0.0025,0.2934,7.4177,-0.0260,7.4178,1.0898,0.0910,1.6991,60.0680,0.4750,60.0683
11.350,34.7092,31.4982,-1.8172,-0.0026,0.2934,7.4579,-0.0126,7.4579,1.0899,0.0911,1.7069,59.9746,0.3073,59.9748
11.400,34.9377,31.7322,-1.8230,-0.0027,0.2934,7.5025,-0.0017,7.5025,1.0899,0.0911,1.7150,59.9183,0.1848,59.9183
11.450,35.1842,31.9296,-1.8288,-0.0028,0.2934,7.5395,0.0046,7.5395,1.0899,0.0911,1.7230,59.8639,0.1349,59.8639
11.500,35.4074,32.1386,-1.8346,-0.0029,0.2934,7.5761,0.0046,7.5761,1.0899,0.0912,1.7311,59.8376,0.2162,59.8376
11.550,35.6493,32.3634,-1.8403,-0.0029,0.2934,7.6164,-0.0022,7.6164,1.0899,0.0912,1.7394,59.7624,0.2977,59.7625
11.600,35.8844,32.5940,-1.8461,-0.0030,0.2934,7.6600,-0.0133,7.6600,1.0899,0.0913,1.7477,59.6916,0.4712,59.6919
11.650,36.1214,32.7970,-1.8519,-0.0031,0.2934,7.6977,-0.0248,7.6978,1.0899,0.0913,1.7558,59.6003,0.6429,59.6008
11.700,36.3674,33.0279,-1.8576,-0.0031,0.2934,7.7413,-0.0338,7.7413,1.0899,0.0914,1.7640,59.4748,0.6662,59.4754
11.750,36.6213,33.2607,-1.8633,-0.0031,0.2933,7.7881,-0.0365,7.7882,1.0899,0.0914,1.7723,59.3423,0.6359,59.3428
11.800,36.8599,33.4716,-1.8691,-0.0031,0.2933,7.8284,-0.0331,7.8284,1.0899,0.0915,1.7803,59.2451,0.6161,59.2456
11.850,37.1005,33.7158,-1.8747,-0.0030,0.2933,7.8757,-0.0238,7.8758,1.0899,0.0915,1.7884,59.1374,0.4691,59.1377
11.900,37.3472,33.9215,-1.8804,-0.0030,0.2933,7.9140,-0.0127,7.9140,1.0899,0.0915,1.7963,59.0380,0.3587,59.0382
11.950,37.5748,34.1366,-1.8861,-0.0030,0.2932,7.9507,-0.0035,7.9507,1.0900,0.0916,1.8042,58.9831,0.2682,58.9832
12.000,37.8225,34.3645,-1.8918,-0.0031,0.2932,7.9906,0.0027,7.9906,1.0900,0.0916,1.8120,58.9064,0.1537,58.9065
12.050,38.0506,34.5932,-1.8975,-0.0031,0.2932,8.0331,0.0036,8.0331,1.0900,0.0916,1.8198,58.8618,0.1887,58.8619
12.100,38.2772,34.8246,-1.9032,-0.0032,0.2932,8.0764,-0.0005,8.0764,1.0900,0.0915,1.8275,58.8045,0.3016,58.8046
12.150,38.5236,35.0163,-1.9089,-0.0034,0.2932,8.1112,-0.0075,8.1112,1.0900,0.0915,1.8349,58.7211,0.4115,58.7213
12.200,38.7577,35.2500,-1.9147,-0.0035,0.2932,8.1534,-0.0155,8.1535,1.0900,0.0914,1.8422,58.6356,0.4913,58.6360
12.250,39.0090,35.4402,-1.9204,-0.0036,0.2932,8.1878,-0.0205,8.1878,1.0900,0.0914,1.8492,58.5452,0.5228,58.5456
12.300,39.2268,35.6972,-1.9261,-0.0038,0.2932,8.2366,-0.0206,8.2366,1.0900,0.0914,1.8564,58.4815,0.5242,58.4819
12.350,39.4695,35.8829,-1.9319,-0.0039,0.2932,8.2713,-0.0162,8.2713,1.0900,0.0914,1.8630,58.3863,0.5084,58.3867
12.400,39.6816,36.1147,-1.9376,-0.0041,0.2933,8.3131,-0.0089,8.3131,1.0900,0.0914,1.8697,58.3206,0.4465,58.3209
12.450,39.9228,36.3332,-1.9434,-0.0042,0.2933,8.3527,-0.0009,8.3527,1.0900,0.0914,1.8761,58.2264,0.3462,58.2266
12.500,40.1358,36.5544,-1.9491,-0.0043,0.2933,8.3942,0.0057,8.3942,1.0901,0.0914,1.8824,58.1974,0.3529,58.1976
12.550,40.3599,36.7651,-1.9549,-0.0044,0.2933,8.4333,0.0093,8.4333,1.0901,0.0915,1.8884,58.1510,0.3766,58.1512
12.600,40.5864,36.9378,-1.9606,-0.0045,0.2933,8.4637,0.0102,8.4637,1.0901,0.0915,1.8939,58.1116,0.4010,58.1118
12.650,40.8003,37.1476,-1.9664,-0.0046,0.2933,8.4983,0.0067,8.4983,1.0901,0.0915,1.8993,58.0689,0.3866,58.0691
12.700,41.0239,37.3597,-1.9721,-0.0047,0.2934,8.5364,0.0017,8.5364,1.0901,0.0915,1.9046,58.0200,0.3729,58.0202
12.750,41.2202,37.5641,-1.9779,-0.0048,0.2934,8.5745,-0.0032,8.5745,1.0901,0.0915,1.9097,57.9907,0.4512,57.9910
12.800,41.4258,37.7692,-1.9836,-0.0049,0.2934,8.6125,-0.0078,8.6125,1.0901,0.0915,1.9144,57.9311,0.4671,57.9314
12.850,41.6334,37.9536,-1.9893,-0.0049,0.2933,8.6469,-0.0097,8.6469,1.0901,0.0914,1.9189,57.8678,0.4362,57.8681
12.900,41.8518,38.2070,-1.9950,-0.0048,0.2933,8.6986,-0.0094,8.6986,1.0901,0.0914,1.9234,57.8197,0.3262,57.8199
12.950,42.0402,38.3566,-2.0007,-0.0048,0.2933,8.7284,-0.0078,8.7284,1.0902,0.0913,1.9272,57.8129,0.4012,57.8132
13.000,42.2334,38.5406,-2.0065,-0.0047,0.2933,8.7617,-0.0033,8.7617,1.0902,0.0913,1.9310,57.7929,0.3304,57.7931
13.050,42.4571,38.7527,-2.0122,-0.0047,0.2933,8.8013,-0.0023,8.8013,1.0902,0.0913,1.9346,57.7470,0.2231,57.7471
13.100,42.6261,38.9116,-2.0179,-0.0047,0.2933,8.8299,-0.0039,8.8299,1.0902,0.0913,1.9378,57.7857,0.3331,57.7859
13.150,42.8118,39.1397,-2.0236,-0.0047,0.2933,8.8753,-0.0061,8.8754,1.0902,0.0914,1.9410,57.7772,0.3158,57.7774
13.200,43.0041,39.2540,-2.0293,-0.0047,0.2933,8.8969,-0.0091,8.8969,1.0902,0.0914,1.9434,57.7618,0.4021,57.7621
13.250,43.1698,39.4531,-2.0349,-0.0048,0.2933,8.9309,-0.0131,8.9310,1.0902,0.0914,1.9457,57.7619,0.3390,57.7621
13.300,43.3688,39.6411,-2.0406,-0.0048,0.2933,8.9678,-0.0144,8.9678,1.0902,0.0913,1.9478,57.7302,0.2526,57.7303
13.350,43.5119,39.8077,-2.0463,-0.0049,0.2933,9.0024,-0.0145,9.0024,1.0902,0.0913,1.9496,57.7483,0.2866,57.7484
13.400,43.7027,39.9921,-2.0520,-0.0051,0.2933,9.0403,-0.0130,9.0403,1.0902,0.0912,1.9512,57.7264,0.1826,57.7265
13.450,43.8597,40.1611,-2.0577,-0.0052,0.2933,9.0752,-0.0105,9.0752,1.0903,0.0911,1.9525,57.7130,0.1794,57.7131
13.500,44.0313,40.3237,-2.0634,-0.0054,0.2933,9.1078,-0.0076,9.1078,1.0903,0.0911,1.9536,57.7262,0.1319,57.7262
13.550,44.1902,40.4800,-2.0691,-0.0056,0.2933,9.1390,-0.0038,9.1390,1.0903,0.0910,1.9545,57.7484,0.1349,57.7484
13.600,44.3652,40.6487,-2.0748,-0.0058,0.2933,9.1735,-0.0019,9.1735,1.0903,0.0910,1.9551,57.7985,0.0978,57.7986
13.650,44.5030,40.8057,-2.0805,-0.0059,0.2933,9.2053,-0.0016,9.2053,1.0903,0.0910,1.9554,57.8434,0.1628,57.8434
13.700,44.6634,40.9845,-2.0862,-0.0061,0.2933,9.2440,-0.0033,9.2440,1.0903,0.0909,1.9557,57.8764,0.1691,57.8764
13.750,44.8033,41.1074,-2.0919,-0.0063,0.2934,9.2702,-0.0051,9.2702,1.0903,0.0910,1.9555,57.9069,0.3184,57.9071
13.800,44.9540,41.2641,-2.0976,-0.0064,0.2934,9.2994,-0.0082,9.2994,1.0903,0.0911,1.9551,57.9388,0.3564,57.9390
13.850,45.1156,41.4096,-2.1032,-0.0065,0.2933,9.3331,-0.0091,9.3331,1.0903,0.0912,1.9545,57.9595,0.3439,57.9597
13.900,45.2430,41.5632,-2.1089,-0.0065,0.2933,9.3676,-0.0070,9.3676,1.0903,0.0913,1.9536,58.0114,0.3702,58.0116
13.950,45.3781,41.7138,-2.1145,-0.0066,0.2933,9.4021,-0.0025,9.4021,1.0904,0.0913,1.9524,58.0383,0.3229,58.0384
14.000,45.5129,41.8644,-2.1202,-0.0067,0.2933,9.4356,0.0017,9.4356,1.0904,0.0913,1.9510,58.0643,0.2694,58.0644
14.050,45.6457,42.0039,-2.1259,-0.0068,0.2933,9.4670,0.0060,9.4670,1.0904,0.0914,1.9494,58.1140,0.2383,58.1141
14.100,45.7818,42.1518,-2.1316,-0.0070,0.2933,9.5016,0.0093,9.5016,1.0904,0.0914,1.9476,58.1792,0.2343,58.1793
14.150,45.8999,42.2706,-2.1373,-0.0071,0.2934,9.5284,0.0092,9.5284,1.0904,0.0914,1.9456,58.2547,0.3195,58.2548
14.200,46.0385,42.4047,-2.1430,-0.0072,0.2934,9.5584,0.0065,9.5584,1.0904,0.0915,1.9434,58.3070,0.3316,58.3071
14.250,46.1657,42.5524,-2.1487,-0.0073,0.2934,9.5925,0.0017,9.5925,1.0904,0.0916,1.9410,58.3361,0.4743,58.3364
14.300,46.2685,42.6736,-2.1544,-0.0074,0.2934,9.6226,-0.0067,9.6226,1.0904,0.0916,1.9384,58.2644,0.9595,58.2658
14.350,46.3134,42.8075,-2.1601,-0.0075,0.2934,9.6556,-0.0174,9.6556,1.0904,0.0917,1.9357,57.8628,2.2462,57.8706
14.400,46.0217,42.7980,-2.1657,-0.0076,0.2934,9.6517,-0.0238,9.6517,1.0904,0.0918,1.9329,57.7950,2.8833,57.8080
14.450,46.0130,42.5869,-2.1714,-0.0078,0.2934,9.6208,-0.0181,9.6208,1.0904,0.0918,1.9297,57.8663,3.2741,57.8829
14.500,46.1982,42.5193,-2.1770,-0.0080,0.2934,9.6185,-0.0169,9.6185,1.0905,0.0919,1.9262,58.0107,3.4816,58.0293
14.550,46.3316,42.6007,-2.1827,-0.0082,0.2934,9.6424,-0.0223,9.6424,1.0905,0.0920,1.9227,58.1780,3.8030,58.1999
14.600,46.3636,42.6570,-2.1883,-0.0083,0.2934,9.6595,-0.0320,9.6596,1.0905,0.0921,1.9189,58.4142,3.9316,58.4370
14.650,46.3267,42.7364,-2.1940,-0.0084,0.2934,9.6797,-0.0370,9.6798,1.0905,0.0921,1.9150,58.6607,4.1018,58.6850
14.700,46.3052,42.8304,-2.1996,-0.0085,0.2934,9.7000,-0.0512,9.7001,1.0905,0.0922,1.9109,58.8973,4.2314,58.9225
14.750,46.2986,42.9438,-2.2052,-0.0086,0.2934,9.7253,-0.0615,9.7255,1.0905,0.0923,1.9068,59.1285,4.4916,59.1563
14.800,46.3212,42.9996,-2.2108,-0.0086,0.2933,9.7423,-0.0630,9.7425,1.0905,0.0924,1.9025,59.3693,4.5784,59.3975
14.850,46.3532,42.9927,-2.2164,-0.0087,0.2933,9.7469,-0.0725,9.7471,1.0905,0.0924,1.8979,59.5727,4.7890,59.6029
14.900,46.3787,42.9959,-2.2220,-0.0088,0.2933,9.7537,-0.0657,9.7539,1.0905,0.0923,1.8932,59.7624,4.9774,59.7945
14.950,46.4330,42.9899,-2.2276,-0.0089,0.2933,9.7591,-0.0500,9.7592,1.0905,0.0923,1.8884,59.9020,4.9090,59.9328
15.000,46.4711,43.0345,-2.2332,-0.0091,0.2933,9.7751,-0.0475,9.7752,1.0905,0.0922,1.8838,60.0462,5.0006,60.0777
15.050,46.4937,43.0614,-2.2388,-0.0093,0.2933,9.7880,-0.0568,9.7882,1.0905,0.0922,1.8790,60.1445,5.0916,60.1768
15.100,46.4924,43.1105,-2.2444,-0.0095,0.2933,9.8055,-0.0570,9.8057,1.0905,0.0922,1.8741,60.2279,5.0538,60.2594
15.150,46.5006,43.1599,-2.2500,-0.0097,0.2933,9.8207,-0.0695,9.8210,1.0906,0.0921,1.8690,60.2864,5.1390,60.3188
15.200,46.4944,43.1432,-2.2556,-0.0099,0.2933,9.8214,-0.0733,9.8217,1.0906,0.0920,1.8636,60.3527,5.3053,60.3871
15.250,46.5213,43.2756,-2.2612,-0.0101,0.2933,9.8542,-0.0891,9.8546,1.0906,0.0919,1.8587,60.4095,5.1759,60.4419
15.300,46.5368,43.3127,-2.2668,-0.0102,0.2933,9.8689,-0.0997,9.8694,1.0906,0.0918,1.8538,60.4909,5.2366,60.5239
15.350,46.5475,43.2884,-2.2724,-0.0103,0.2933,9.8701,-0.1102,9.8707,1.0906,0.0917,1.8486,60.5399,5.3442,60.5741
15.400,46.5576,43.3418,-2.2780,-0.0105,0.2933,9.8866,-0.1125,9.8872,1.0906,0.0916,1.8437,60.5860,5.5331,60.6225
15.450,46.5835,43.3614,-2.2836,-0.0107,0.2933,9.8987,-0.1047,9.8993,1.0906,0.0916,1.8387,60.6624,5.7366,60.7013
15.500,46.5955,43.3843,-2.2892,-0.0109,0.2933,9.9106,-0.0888,9.9110,1.0906,0.0916,1.8337,60.7597,5.9226,60.8008
15.550,46.6141,43.4132,-2.2948,-0.0111,0.2933,9.9237,-0.0861,9.9240,1.0906,0.0916,1.8286,60.8286,5.9095,60.8692
15.600,46.6278,43.4342,-2.3004,-0.0112,0.2933,9.9335,-0.1037,9.9340,1.0906,0.0917,1.8236,60.9207,5.6944,60.9581
15.650,46.6440,43.4756,-2.3059,-0.0114,0.2933,9.9476,-0.1283,9.9484,1.0907,0.0917,1.8187,61.0299,5.6251,61.0659
15.700,46.6630,43.5240,-2.3115,-0.0115,0.2933,9.9622,-0.1460,9.9632,1.0907,0.0917,1.8138,61.1404,5.7470,61.1776
15.750,46.6669,43.5709,-2.3171,-0.0117,0.2933,9.9772,-0.1469,9.9782,1.0907,0.0918,1.8091,61.2620,6.1865,61.3046
15.800,46.6645,43.5756,-2.3226,-0.0119,0.2933,9.9844,-0.1305,9.9853,1.0907,0.0919,1.8043,61.3715,6.5034,61.4180
15.850,46.6650,43.6117,-2.3282,-0.0120,0.2933,9.9950,-0.1224,9.9957,1.0907,0.0919,1.7995,61.4904,6.5810,61.5375
15.900,46.6826,43.6124,-2.3338,-0.0122,0.2933,10.0023,-0.1356,10.0032,1.0907,0.0919,1.7947,61.6047,6.2722,61.6469
15.950,46.7083,43.6712,-2.3393,-0.0124,0.2933,10.0167,-0.1652,10.0180,1.0907,0.0919,1.7902,61.7243,6.0521,61.7631
16.000,46.7361,43.7121,-2.3449,-0.0126,0.2933,10.0293,-0.1833,10.0309,1.0907,0.0919,1.7858,61.8218,6.0923,61.8608
16.050,46.7478,43.7381,-2.3505,-0.0127,0.2933,10.0393,-0.1787,10.0409,1.0907,0.0920,1.7816,61.9180,6.3561,61.9599
16.100,46.7566,43.7582,-2.3561,-0.0129,0.2933,10.0484,-0.1713,10.0498,1.0907,0.0921,1.7773,62.0027,6.5629,62.0470
16.150,46.7653,43.7663,-2.3617,-0.0130,0.2933,10.0566,-0.1816,10.0581,1.0907,0.0921,1.7732,62.0934,6.6059,62.1378
16.200,46.7771,43.8050,-2.3672,-0.0130,0.2933,10.0666,-0.2032,10.0686,1.0907,0.0921,1.7693,62.1830,6.5974,62.2269
16.250,46.7867,43.8311,-2.3728,-0.0131,0.2933,10.0736,-0.2205,10.0759,1.0907,0.0922,1.7653,62.2669,6.6476,62.3111
16.300,46.7944,43.8938,-2.3784,-0.0131,0.2933,10.0912,-0.2115,10.0934,1.0907,0.0922,1.7618,62.3429,7.0881,62.3928
16.350,46.8013,43.8760,-2.3839,-0.0132,0.2933,10.0947,-0.1920,10.0965,1.0907,0.0922,1.7582,62.4271,7.2511,62.4788
16.400,46.8049,43.8867,-2.3894,-0.0134,0.2933,10.0990,-0.1940,10.1008,1.0908,0.0922,1.7546,62.5062,6.9880,62.5538
16.450,46.8297,43.9416,-2.3950,-0.0136,0.2933,10.1116,-0.2256,10.1140,1.0908,0.0921,1.7514,62.5733,6.6407,62.6159
16.500,46.8581,43.9844,-2.4005,-0.0139,0.2933,10.1227,-0.2541,10.1258,1.0908,0.0921,1.7483,62.6476,6.6193,62.6897
16.550,46.8708,43.9994,-2.4061,-0.0141,0.2933,10.1269,-0.2540,10.1299,1.0908,0.0921,1.7453,62.7195,6.9116,62.7650
16.600,46.8758,44.0365,-2.4116,-0.0143,0.2933,10.1382,-0.2295,10.1407,1.0908,0.0921,1.7427,62.7625,7.3487,62.8138
16.650,46.8801,44.0314,-2.4172,-0.0146,0.2933,10.1401,-0.2327,10.1426,1.0908,0.0922,1.7400,62.8337,7.3534,62.8846
16.700,46.8879,44.0775,-2.4227,-0.0148,0.2933,10.1515,-0.2548,10.1546,1.0908,0.0922,1.7376,62.8957,7.3456,62.9461
16.750,46.9095,44.0784,-2.4283,-0.0150,0.2933,10.1544,-0.2834,10.1582,1.0908,0.0922,1.7353,62.9630,7.2193,63.0113
16.800,46.9230,44.1282,-2.4338,-0.0152,0.2933,10.1662,-0.2821,10.1699,1.0908,0.0922,1.7333,63.0276,7.4639,63.0790
16.850,46.9472,44.1474,-2.4394,-0.0154,0.2934,10.1721,-0.2761,10.1757,1.0908,0.0922,1.7314,63.0976,7.5050,63.1491
16.900,46.9563,44.1588,-2.4449,-0.0157,0.2934,10.1736,-0.2826,10.1774,1.0908,0.0922,1.7295,63.1659,7.4660,63.2165
16.950,46.9698,44.1990,-2.4505,-0.0159,0.2934,10.1832,-0.2804,10.1869,1.0908,0.0922,1.7281,63.2165,7.5507,63.2679
17.000,46.9788,44.1974,-2.4561,-0.0161,0.2934,10.1832,-0.2875,10.1871,1.0908,0.0922,1.7267,63.2734,7.5692,63.3248
17.050,46.9854,44.2163,-2.4616,-0.0163,0.2934,10.1873,-0.2910,10.1913,1.0908,0.0921,1.7255,63.3220,7.7371,63.3754
17.100,47.0077,44.2646,-2.4671,-0.0164,0.2934,10.1978,-0.2924,10.2018,1.0908,0.0921,1.7246,63.3459,7.8659,63.4010
17.150,47.0250,44.2897,-2.4727,-0.0165,0.2934,10.2035,-0.3197,10.2083,1.0909,0.0921,1.7237,63.3970,7.8297,63.4512
17.200,47.0507,44.3247,-2.4783,-0.0166,0.2934,10.2093,-0.3550,10.2152,1.0909,0.0921,1.7231,63.4270,7.7413,63.4798
17.250,47.0731,44.3260,-2.4838,-0.0168,0.2934,10.2126,-0.3676,10.2189,1.0909,0.0921,1.7226,63.4554,7.8121,63.5090
17.300,47.0856,44.3569,-2.4894,-0.0171,0.2934,10.2170,-0.3616,10.2231,1.0909,0.0921,1.7223,63.4984,8.0087,63.5545
17.350,47.0914,44.3619,-2.4949,-0.0173,0.2934,10.2157,-0.3556,10.2217,1.0909,0.0920,1.7221,63.5388,8.0721,63.5955
17.400,47.0937,44.3720,-2.5004,-0.0175,0.2934,10.2175,-0.3453,10.2231,1.0909,0.0920,1.7221,63.5638,8.1858,63.6220
17.450,47.1041,44.3874,-2.5060,-0.0177,0.2934,10.2191,-0.3450,10.2247,1.0909,0.0920,1.7224,63.5893,8.2535,63.6483
17.500,47.1169,44.4007,-2.5114,-0.0179,0.2934,10.2211,-0.3543,10.2270,1.0909,0.0921,1.7227,63.6151,8.2740,63.6742
17.550,47.1389,44.4403,-2.5169,-0.0180,0.2934,10.2265,-0.3675,10.2328,1.0909,0.0920,1.7233,63.6280,8.2563,63.6868
17.600,47.1592,44.4789,-2.5225,-0.0181,0.2934,10.2317,-0.3812,10.2385,1.0909,0.0920,1.7240,63.6420,8.3278,63.7018
17.650,47.1746,44.4603,-2.5280,-0.0183,0.2935,10.2287,-0.3855,10.2356,1.0909,0.0920,1.7248,63.6582,8.6083,63.7219
17.700,47.2065,44.5039,-2.5335,-0.0185,0.2935,10.2365,-0.4051,10.2441,1.0909,0.0920,1.7259,63.6676,8.2503,63.7260
17.750,47.2121,44.5193,-2.5391,-0.0188,0.2935,10.2367,-0.4116,10.2446,1.0909,0.0920,1.7270,63.6904,8.4137,63.7511
17.800,47.2162,44.5175,-2.5446,-0.0191,0.2935,10.2330,-0.4037,10.2407,1.0909,0.0920,1.7283,63.7206,8.7729,63.7863
17.850,47.2507,44.5572,-2.5501,-0.0194,0.2935,10.2395,-0.4188,10.2477,1.0909,0.0920,1.7299,63.7101,8.4650,63.7714
