Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
35.800,57.9119,59.1140,-4.4901,-0.0870,0.2937,11.9493,0.3104,11.9531,1.0918,0.0925,1.8197,74.9210,-1.1692,74.9212
35.850,60.1260,59.7617,-4.4955,-0.0871,0.2936,12.1571,0.2318,12.1592,1.0918,0.0925,1.8197,56.5424,8.4551,56.6688
35.900,61.5490,55.2501,-4.5009,-0.0872,0.2937,11.3770,-0.3310,11.3816,1.0918,0.0925,1.8197,61.2283,-33.9365,62.7481
35.950,62.3124,57.1773,-4.5063,-0.0873,0.2937,10.8040,-0.5773,10.8187,1.0918,0.0926,1.8197,71.5567,-12.5626,71.6040
36.000,57.4737,55.6635,-4.5117,-0.0874,0.2937,11.0436,-0.6519,11.0619,1.0918,0.0926,1.8197,63.1644,21.4281,63.6081
36.050,60.9316,48.7264,-4.5173,-0.0875,0.2937,10.5221,-0.5805,10.5374,1.0918,0.0926,1.8196,62.4012,11.7335,62.5389
36.100,64.8159,59.1542,-4.5227,-0.0876,0.2937,11.4887,-1.1900,11.5470,1.0918,0.0926,1.8196,80.7851,-51.9571,80.9738
36.150,57.6213,57.0127,-4.5281,-0.0877,0.2937,11.4437,-1.0402,11.4885,1.0918,0.0926,1.8195,71.2280,35.5975,71.7243
36.200,62.2285,62.6791,-4.5334,-0.0877,0.2937,13.0266,-1.2619,13.0834,1.0918,0.0926,1.8194,57.9970,22.5925,58.8334
36.250,64.3082,66.7516,-4.5387,-0.0878,0.2937,12.7093,0.7482,12.7299,1.0918,0.0926,1.8193,77.6665,1.9826,77.6669
36.300,56.4371,65.3901,-4.5440,-0.0877,0.2937,13.3350,-1.3310,13.3966,1.0918,0.0926,1.8192,70.9866,-26.3982,71.2396
36.350,57.3925,51.6341,-4.5495,-0.0876,0.2937,10.9360,0.4169,10.9436,1.0918,0.0926,1.8191,65.2131,-22.2142,65.5920
36.400,58.9847,58.8871,-4.5550,-0.0876,0.2937,12.3290,-0.1775,12.3302,1.0918,0.0926,1.8189,78.6015,-43.5998,78.8007
36.450,57.9664,58.9667,-4.5603,-0.0876,0.2936,12.4031,0.3091,12.4067,1.0918,0.0926,1.8188,70.7882,23.3303,70.9861
36.500,64.7714,59.3434,-4.5655,-0.0876,0.2936,12.0283,0.1234,12.0289,1.0918,0.0926,1.8186,65.6764,-17.1184,65.8822
36.550,64.4266,58.2783,-4.5708,-0.0876,0.2936,11.3509,0.1991,11.3526,1.0918,0.0925,1.8185,55.3934,9.7372,55.5796
36.600,56.2082,52.4196,-4.5762,-0.0876,0.2935,11.5811,0.5211,11.5922,1.0918,0.0925,1.8183,67.9595,13.0581,68.0468
36.650,57.7258,53.5776,-4.5816,-0.0876,0.2935,10.9335,0.3431,10.9386,1.0918,0.0925,1.8182,49.8834,-12.1332,50.3385
36.700,63.4373,55.8466,-4.5869,-0.0876,0.2935,11.7205,0.2440,11.7229,1.0918,0.0925,1.8180,68.0999,3.8942,68.1073
36.750,58.6588,61.2204,-4.5921,-0.0876,0.2934,12.2740,-0.3529,12.2788,1.0918,0.0926,1.8178,83.2530,66.3503,83.4844
36.800,62.9500,61.7915,-4.5973,-0.0876,0.2934,12.1248,-0.8717,12.1542,1.0918,0.0926,1.8176,62.6383,-14.1230,62.8344
36.850,55.1856,55.5951,-4.6027,-0.0875,0.2934,11.7803,-0.1229,11.7809,1.0918,0.0926,1.8174,65.0008,22.8659,65.4146
36.900,57.8331,57.6529,-4.6081,-0.0875,0.2934,12.2803,-0.0709,12.2805,1.0918,0.0926,1.8172,67.6295,44.6208,69.1273
36.950,60.7187,59.1907,-4.6134,-0.0874,0.2934,11.5116,0.3496,11.5166,1.0918,0.0926,1.8169,73.3980,35.7008,73.7467
37.000,58.2381,57.0993,-4.6188,-0.0874,0.2934,11.4098,-0.9387,11.4464,1.0918,0.0926,1.8167,70.5254,40.1581,71.2807
37.050,64.7460,56.8573,-4.6242,-0.0874,0.2934,11.4583,0.5884,11.4726,1.0918,0.0926,1.8164,74.0390,-16.5752,74.0936
37.100,60.5701,61.1842,-4.6295,-0.0874,0.2934,11.4193,0.6442,11.4365,1.0918,0.0926,1.8162,63.0901,-19.3425,63.4497
37.150,62.7594,54.0435,-4.6350,-0.0875,0.2934,11.0380,1.2676,11.1071,1.0918,0.0925,1.8159,82.4782,48.5533,82.5600
37.200,51.9211,53.2329,-4.6406,-0.0876,0.2934,10.7783,0.8208,10.8081,1.0918,0.0925,1.8157,70.5076,-13.1986,70.5694
37.250,60.3274,67.7517,-4.6458,-0.0878,0.2934,12.4764,0.7755,12.4990,1.0918,0.0925,1.8155,83.0080,24.7247,83.0191
37.300,62.8893,67.2675,-4.6511,-0.0878,0.2934,13.8715,-0.6744,13.8866,1.0918,0.0925,1.8153,79.6153,37.0171,79.7109
37.350,59.0429,59.9101,-4.6565,-0.0878,0.2934,12.3209,-0.7666,12.3433,1.0918,0.0925,1.8150,60.9117,-26.8128,61.8284
37.400,69.8756,60.5851,-4.6619,-0.0878,0.2934,12.4495,-1.4124,12.5245,1.0918,0.0925,1.8148,62.7302,26.1584,63.4485
37.450,63.2523,59.0410,-4.6673,-0.0879,0.2934,12.7252,0.3539,12.7299,1.0918,0.0925,1.8145,67.7451,5.0209,67.7580
37.500,66.5161,56.4754,-4.6728,-0.0880,0.2934,11.7030,0.0889,11.7033,1.0918,0.0926,1.8142,57.0668,9.8825,57.2320
37.550,56.4054,47.8622,-4.6784,-0.0881,0.2934,10.3953,0.1337,10.3962,1.0918,0.0926,1.8140,69.6413,11.2818,69.6923
37.600,54.8091,50.2848,-4.6839,-0.0883,0.2934,10.8035,0.2398,10.8060,1.0918,0.0926,1.8137,65.2313,-2.2265,65.2348
37.650,59.4050,67.1390,-4.6892,-0.0883,0.2934,12.4346,0.3082,12.4382,1.0918,0.0926,1.8135,64.2082,-8.1486,64.2618
37.700,60.3533,68.3573,-4.6944,-0.0884,0.2934,13.0575,-0.8074,13.0807,1.0918,0.0926,1.8132,76.0218,-33.1331,76.1958
37.750,62.7515,46.9056,-4.7000,-0.0883,0.2934,11.1408,-0.6414,11.1583,1.0918,0.0926,1.8130,59.2296,-10.0716,59.3695
37.800,50.6562,62.3154,-4.7055,-0.0884,0.2934,13.0662,0.0309,13.0662,1.0918,0.0926,1.8127,68.1028,-11.5946,68.1699
37.850,47.7014,61.5020,-4.7108,-0.0884,0.2934,12.1478,0.8810,12.1778,1.0918,0.0927,1.8125,60.3487,38.8307,62.6374
37.900,63.8701,55.0466,-4.7163,-0.0885,0.2934,11.8727,0.5140,11.8832,1.0918,0.0927,1.8122,78.0113,-44.5725,78.2582
37.950,65.1494,53.4736,-4.7218,-0.0886,0.2933,11.5892,-0.0475,11.5893,1.0918,0.0928,1.8120,74.7505,32.3928,74.9635
38.000,65.9419,59.4725,-4.7272,-0.0886,0.2933,12.1463,0.8835,12.1765,1.0918,0.0929,1.8116,71.7680,-14.2035,71.8269
38.050,59.9706,60.1420,-4.7325,-0.0887,0.2933,12.8600,-0.2219,12.8618,1.0918,0.0929,1.8113,69.0501,26.7294,69.3969
38.100,48.1829,53.9313,-4.7380,-0.0887,0.2933,11.6237,-0.7369,11.6458,1.0918,0.0929,1.8110,59.8336,11.9025,60.0187
38.150,45.9995,51.9066,-4.7434,-0.0888,0.2932,11.0938,-0.1130,11.0943,1.0918,0.0929,1.8106,69.1878,-6.9366,69.2081
38.200,73.4822,50.5186,-4.7489,-0.0890,0.2932,11.1526,0.2832,11.1561,1.0918,0.0929,1.8103,55.6688,21.0340,56.5532
38.250,71.9623,63.6982,-4.7543,-0.0891,0.2932,13.5784,1.1835,13.6261,1.0918,0.0928,1.8100,74.0191,49.7055,74.8197
38.300,60.7446,59.1543,-4.7596,-0.0893,0.2932,11.8212,-0.8667,11.8512,1.0918,0.0928,1.8096,75.7780,-36.2228,76.0075
38.350,51.8884,58.8733,-4.7650,-0.0895,0.2932,12.6980,-0.2992,12.7013,1.0918,0.0927,1.8094,63.7390,7.2339,63.7835
38.400,54.3255,59.8003,-4.7704,-0.0896,0.2932,12.6574,-0.0696,12.6576,1.0918,0.0926,1.8091,73.9810,11.2219,74.0056
38.450,58.4725,58.4539,-4.7758,-0.0897,0.2932,12.1459,-0.7046,12.1651,1.0918,0.0925,1.8088,48.8695,13.5403,49.4829
38.500,63.0117,50.7511,-4.7813,-0.0899,0.2932,11.4496,-0.5882,11.4639,1.0918,0.0925,1.8086,75.9219,-4.2402,75.9242
38.550,61.5894,55.9636,-4.7868,-0.0901,0.2932,11.6442,0.3150,11.6482,1.0918,0.0925,1.8085,57.6963,7.3446,57.7819
38.600,59.3445,59.3875,-4.7922,-0.0903,0.2932,12.1152,0.5069,12.1252,1.0918,0.0924,1.8083,69.5598,-13.5531,69.6351
38.650,47.8183,53.7499,-4.7976,-0.0905,0.2932,11.3629,-0.1722,11.3642,1.0918,0.0924,1.8081,78.4620,17.6041,78.4855
38.700,43.1430,49.5563,-4.8032,-0.0907,0.2931,11.3630,-0.8862,11.3957,1.0918,0.0924,1.8079,76.4529,-20.6086,76.5062
38.750,67.3850,54.7313,-4.8087,-0.0910,0.2932,11.2570,-1.7359,11.3834,1.0918,0.0924,1.8077,73.1751,22.6454,73.3001
38.800,72.1510,51.5117,-4.8142,-0.0911,0.2932,11.8368,0.0407,11.8369,1.0918,0.0924,1.8076,74.7627,-25.3831,74.8827
38.850,41.2919,57.6336,-4.8197,-0.0913,0.2932,11.7135,-0.4638,11.7222,1.0918,0.0924,1.8074,67.9078,-32.0472,68.5254
38.900,44.3829,64.1360,-4.8250,-0.0914,0.2932,12.8870,-0.6916,12.9043,1.0918,0.0924,1.8073,53.5163,4.9315,53.5720
38.950,68.5681,53.6056,-4.8305,-0.0915,0.2932,11.3775,0.1524,11.3784,1.0918,0.0924,1.8072,59.1705,-20.7567,59.7958
39.000,60.3203,48.7680,-4.8362,-0.0915,0.2932,10.6892,1.4051,10.7770,1.0918,0.0924,1.8071,81.3823,-57.7504,81.6172
39.050,62.4619,57.5615,-4.8416,-0.0916,0.2932,11.8832,-0.1602,11.8842,1.0918,0.0924,1.8070,56.0647,-10.9806,56.2886
39.100,60.7556,55.7634,-4.8470,-0.0917,0.2931,11.9065,-0.0903,11.9068,1.0918,0.0924,1.8069,76.9368,38.8241,77.1513
39.150,56.7524,53.3496,-4.8525,-0.0918,0.2931,11.8904,-0.3291,11.8947,1.0918,0.0924,1.8069,65.8308,-13.6088,65.9561
39.200,57.2802,59.4871,-4.8579,-0.0919,0.2931,12.3555,-0.0158,12.3555,1.0918,0.0924,1.8068,71.4268,0.5845,71.4269
39.250,54.7706,63.4218,-4.8632,-0.0921,0.2931,12.9625,0.3356,12.9665,1.0918,0.0925,1.8067,57.9719,35.5834,60.2749
39.300,62.9413,65.5510,-4.8685,-0.0922,0.2931,12.8981,0.4918,12.9069,1.0918,0.0925,1.8066,73.4891,-22.3073,73.6033
39.350,58.2028,62.0659,-4.8738,-0.0924,0.2931,12.6213,-0.3383,12.6256,1.0918,0.0925,1.8066,67.8541,0.2332,67.8542
39.400,61.8431,45.2536,-4.8795,-0.0925,0.2931,10.3627,0.2484,10.3656,1.0918,0.0925,1.8066,75.0417,41.9643,75.4378
39.450,61.0727,60.4871,-4.8849,-0.0927,0.2931,11.9617,0.1625,11.9627,1.0918,0.0925,1.8066,66.8208,-25.7358,67.2501
39.500,60.7991,62.9801,-4.8902,-0.0929,0.2931,13.4074,-0.7450,13.4266,1.0918,0.0925,1.8066,55.6611,23.3591,56.7662
39.550,47.6460,65.2801,-4.8955,-0.0931,0.2931,12.4855,-1.0852,12.5297,1.0918,0.0925,1.8066,59.1814,20.7138,59.8033
39.600,54.1242,55.2613,-4.9010,-0.0934,0.2931,11.4417,0.4318,11.4495,1.0918,0.0926,1.8066,52.4421,-2.0140,52.4522
39.650,69.6773,54.8670,-4.9065,-0.0936,0.2931,11.8441,-0.6769,11.8623,1.0918,0.0926,1.8066,83.6542,-54.5107,83.7294
39.700,71.8171,43.5324,-4.9122,-0.0938,0.2931,9.9617,-0.0558,9.9618,1.0918,0.0926,1.8066,65.0374,42.4799,66.8179
39.750,50.6513,49.0212,-4.9178,-0.0941,0.2931,11.6037,-0.4198,11.6108,1.0918,0.0926,1.8067,67.8618,6.1955,67.8812
39.800,63.3795,50.2446,-4.9233,-0.0944,0.2931,11.5201,-0.9265,11.5554,1.0919,0.0926,1.8067,61.9088,-33.1697,63.2535
39.850,68.3777,50.6500,-4.9288,-0.0946,0.2931,11.3519,1.2708,11.4192,1.0919,0.0926,1.8068,59.0355,-1.8853,59.0404
39.900,51.2345,59.5281,-4.9342,-0.0948,0.2931,12.0674,1.0710,12.1121,1.0919,0.0926,1.8069,72.2677,-19.5542,72.3739
39.950,53.0959,64.0135,-4.9396,-0.0949,0.2932,12.9885,-0.8576,13.0149,1.0919,0.0926,1.8070,56.8466,12.1902,57.1047
40.000,56.3082,60.8527,-4.9450,-0.0951,0.2932,12.6769,-1.6852,12.7813,1.0919,0.0926,1.8071,69.9159,-24.6597,70.1712
40.050,62.8858,58.4208,-4.9505,-0.0951,0.2932,10.5686,-0.1752,10.5700,1.0919,0.0926,1.8072,76.8356,36.6835,77.0243
40.100,48.1305,66.2841,-4.9559,-0.0952,0.2932,12.3508,0.3274,12.3548,1.0919,0.0926,1.8073,66.6849,0.3748,66.6850
40.150,50.1901,59.2880,-4.9613,-0.0953,0.2932,12.5822,-0.9704,12.6172,1.0919,0.0926,1.8074,84.1399,-32.6110,84.1524
40.200,33.4642,59.0242,-4.9667,-0.0953,0.2931,12.4055,0.3985,12.4115,1.0919,0.0926,1.8075,65.6302,-17.1230,65.8373
40.250,55.5430,41.4924,-4.9724,-0.0954,0.2931,10.2484,0.7756,10.2765,1.0919,0.0926,1.8077,67.8445,-17.0171,67.9983
40.300,62.3191,55.3174,-4.9779,-0.0955,0.2930,12.4339,0.9936,12.4711,1.0919,0.0926,1.8078,71.6158,-31.2978,71.9561
40.350,52.3869,59.5914,-4.9832,-0.0956,0.2931,12.3665,0.3326,12.3707,1.0919,0.0926,1.8080,56.7299,1.8582,56.7359
40.400,65.6899,50.9785,-4.9887,-0.0958,0.2930,11.5974,-0.3085,11.6013,1.0919,0.0926,1.8081,61.9113,18.5778,62.2865
40.450,71.2825,48.0812,-4.9943,-0.0960,0.2930,10.8635,0.0861,10.8638,1.0919,0.0926,1.8083,78.7529,74.1621,80.7513
40.500,64.6289,31.3817,-5.0001,-0.0963,0.2930,7.7409,0.4927,7.7561,1.0919,0.0926,1.8085,60.0510,8.0902,60.1338
40.550,62.8936,51.9576,-5.0056,-0.0966,0.2930,11.5770,-0.4582,11.5856,1.0919,0.0926,1.8086,76.5143,9.5693,76.5249
40.600,65.7333,55.2039,-5.0110,-0.0969,0.2930,11.9270,-0.1457,11.9278,1.0919,0.0927,1.8088,70.4142,48.6047,71.7402
40.650,47.2256,68.4934,-5.0162,-0.0971,0.2930,14.3758,-0.8621,14.3995,1.0919,0.0927,1.8090,76.6072,38.0235,76.8255
40.700,59.7731,52.4848,-5.0217,-0.0972,0.2930,10.0220,-0.5585,10.0369,1.0919,0.0927,1.8091,73.8722,19.2898,73.9500
40.750,45.2763,68.6201,-5.0269,-0.0973,0.2930,12.0725,0.1958,12.0740,1.0919,0.0927,1.8092,73.7628,11.3532,73.7890
40.800,55.6396,56.6998,-5.0324,-0.0974,0.2930,11.5767,0.1691,11.5778,1.0919,0.0927,1.8093,59.1372,-4.8824,59.1700
40.850,55.9365,69.0157,-5.0376,-0.0976,0.2930,12.2576,1.4622,12.3393,1.0919,0.0927,1.8095,70.5473,-10.8927,70.5887
40.900,56.2924,49.4076,-5.0432,-0.0979,0.2930,9.5203,0.6510,9.5417,1.0919,0.0926,1.8097,68.0910,33.5482,68.7639
40.950,59.5469,66.3059,-5.0486,-0.0982,0.2930,11.4263,-0.8633,11.4571,1.0919,0.0926,1.8098,58.7198,-19.5194,59.2932
41.000,53.4932,55.7403,-5.0540,-0.0984,0.2931,11.1458,-0.0719,11.1460,1.0919,0.0926,1.8101,72.8494,14.9155,72.9037
41.050,57.5983,44.4250,-5.0597,-0.0987,0.2931,9.0253,0.1862,9.0272,1.0919,0.0926,1.8102,73.8055,-35.4915,74.1249
41.100,48.6739,58.6956,-5.0652,-0.0990,0.2931,11.4437,-0.7095,11.4645,1.0919,0.0926,1.8104,58.2472,-4.2394,58.2741
41.150,53.3070,68.0845,-5.0704,-0.0991,0.2931,12.9664,1.4684,13.0438,1.0919,0.0926,1.8106,73.5055,-6.7672,73.5151
41.200,62.6820,54.9694,-5.0760,-0.0992,0.2931,11.3589,0.4662,11.3680,1.0919,0.0926,1.8107,51.0114,22.2812,52.4650
41.250,64.1279,53.3937,-5.0815,-0.0993,0.2931,10.8048,-0.7494,10.8296,1.0919,0.0926,1.8109,67.9412,-28.7093,68.4165
41.300,71.0101,38.5760,-5.0872,-0.0994,0.2930,10.3214,-0.5602,10.3359,1.0919,0.0926,1.8111,80.9225,46.4233,81.0458
41.350,66.0314,57.7911,-5.0926,-0.0997,0.2930,11.9428,-0.0533,11.9429,1.0919,0.0925,1.8113,59.2520,11.4912,59.4344
41.400,65.4139,55.4645,-5.0979,-0.0998,0.2930,11.5363,-0.1882,11.5377,1.0919,0.0925,1.8114,61.5442,7.4461,61.6042
41.450,50.1281,62.7591,-5.1033,-0.1001,0.2930,12.9330,-0.1333,12.9336,1.0919,0.0925,1.8116,71.5933,-32.2141,71.9594
41.500,55.6851,53.4353,-5.1087,-0.1003,0.2930,12.3079,1.4842,12.3918,1.0919,0.0925,1.8118,69.6197,14.5959,69.7067
41.550,58.9263,58.4880,-5.1141,-0.1005,0.2930,10.7551,-0.0368,10.7551,1.0919,0.0925,1.8120,76.0652,9.7565,76.0774
41.600,55.4842,50.7213,-5.1198,-0.1007,0.2930,11.9515,0.7020,11.9710,1.0919,0.0925,1.8122,74.9881,-11.8006,75.0106
41.650,45.1979,63.3223,-5.1251,-0.1009,0.2931,10.9937,-1.0853,11.0446,1.0919,0.0925,1.8123,77.8107,-31.4479,77.9126
41.700,70.2698,49.8339,-5.1308,-0.1011,0.2931,10.0579,-0.5008,10.0699,1.0919,0.0925,1.8125,70.6075,-19.3744,70.7435
41.750,63.4333,48.8244,-5.1364,-0.1013,0.2931,10.4974,0.8924,10.5336,1.0919,0.0925,1.8127,64.7174,19.2651,65.0136
41.800,55.7224,57.9572,-5.1418,-0.1015,0.2932,9.3335,0.0867,9.3339,1.0919,0.0925,1.8128,67.3068,18.1967,67.4970
41.850,35.9930,67.6438,-5.1472,-0.1017,0.2932,12.6453,0.4430,12.6526,1.0919,0.0925,1.8130,58.1427,-4.2231,58.1697
41.900,60.3627,64.9031,-5.1526,-0.1018,0.2932,13.3413,-0.8577,13.3669,1.0919,0.0925,1.8132,73.7731,-32.8429,74.0378
41.950,47.9425,60.1893,-5.1581,-0.1019,0.2932,11.3706,0.9489,11.4081,1.0919,0.0925,1.8133,53.3109,-12.3073,53.6681
42.000,65.2167,65.6138,-5.1635,-0.1022,0.2932,14.3751,0.8299,14.3971,1.0919,0.0925,1.8135,57.4513,29.5707,59.0311
42.050,63.7286,54.6447,-5.1690,-0.1024,0.2932,10.2162,0.0737,10.2165,1.0919,0.0925,1.8136,77.5653,36.8764,77.7269
42.100,60.6055,61.2143,-5.1745,-0.1027,0.2932,12.9248,-0.9274,12.9558,1.0919,0.0925,1.8138,78.8190,-62.7223,79.5429
42.150,67.1181,43.4701,-5.1802,-0.1030,0.2932,9.2541,1.0518,9.3116,1.0919,0.0925,1.8140,67.4512,29.1566,67.9766
42.200,59.2317,48.4691,-5.1859,-0.1032,0.2932,10.9356,-0.3457,10.9408,1.0919,0.0926,1.8141,99.5688,-151.3525,99.5293
42.250,67.5791,47.4869,-5.1915,-0.1035,0.2933,10.2148,0.7205,10.2391,1.0919,0.0926,1.8143,57.2297,-7.3245,57.3186
42.300,51.1362,53.4597,-5.1970,-0.1037,0.2933,11.3040,0.2193,11.3060,1.0919,0.0927,1.8144,60.7949,28.2150,61.8339
42.350,65.8130,54.2134,-5.2025,-0.1039,0.2933,10.6956,0.4195,10.7035,1.0919,0.0927,1.8144,78.8256,-15.6348,78.8422
42.400,64.7730,66.3118,-5.2079,-0.1041,0.2933,12.8371,-0.0056,12.8371,1.0919,0.0927,1.8145,66.2403,23.3299,66.6122
42.450,54.1683,48.2343,-5.2134,-0.1043,0.2933,9.6327,0.4681,9.6436,1.0919,0.0927,1.8146,76.1030,26.6201,76.2046
42.500,55.2892,67.3815,-5.2188,-0.1045,0.2933,12.6525,-0.7432,12.6730,1.0919,0.0927,1.8146,59.0311,13.7000,59.2981
42.550,67.7895,65.7607,-5.2241,-0.1048,0.2933,12.0765,0.0141,12.0765,1.0919,0.0927,1.8147,67.2910,11.6144,67.3661
42.600,41.8841,62.1631,-5.2296,-0.1050,0.2933,13.5785,-0.8220,13.6016,1.0919,0.0927,1.8147,68.9441,-4.0063,68.9511
42.650,56.4654,64.3562,-5.2349,-0.1053,0.2933,11.6868,-0.2076,11.6886,1.0919,0.0926,1.8148,83.1994,-44.3880,83.2448
42.700,61.3827,61.0133,-5.2404,-0.1055,0.2933,12.7694,0.8200,12.7940,1.0919,0.0926,1.8148,62.5935,-23.9715,63.1952
42.750,60.7014,49.3950,-5.2460,-0.1058,0.2933,10.1180,0.5568,10.1327,1.0919,0.0926,1.8149,68.8662,12.5194,68.9368
42.800,55.4591,45.3381,-5.2517,-0.1061,0.2933,8.1373,-0.8150,8.1769,1.0919,0.0926,1.8149,94.8920,132.3995,94.8707
42.850,66.0443,63.9858,-5.2570,-0.1063,0.2933,11.4898,0.8294,11.5182,1.0919,0.0926,1.8150,72.1313,24.1374,72.3034
42.900,59.2189,63.2380,-5.2623,-0.1065,0.2933,11.5436,-0.0588,11.5438,1.0919,0.0926,1.8150,66.2451,-27.6466,66.7873
42.950,57.4470,65.6658,-5.2677,-0.1067,0.2933,12.5620,-0.0221,12.5620,1.0919,0.0925,1.8151,79.9537,54.0342,80.2348
43.000,54.4436,56.5307,-5.2732,-0.1068,0.2933,11.2837,0.1097,11.2842,1.0919,0.0925,1.8151,61.2658,0.9015,61.2667
43.050,63.7486,46.6767,-5.2788,-0.1071,0.2933,9.1604,0.0212,9.1604,1.0919,0.0925,1.8151,91.6633,98.6602,91.6339
43.100,68.8177,40.4932,-5.2846,-0.1075,0.2933,10.0952,0.0804,10.0955,1.0919,0.0926,1.8152,67.3575,31.1773,67.9793
43.150,63.4771,59.4451,-5.2899,-0.1079,0.2933,11.9329,-1.4872,12.0200,1.0919,0.0926,1.8152,73.1456,0.4766,73.1456
43.200,63.1489,75.0105,-5.2950,-0.1082,0.2933,13.7939,-0.8353,13.8173,1.0919,0.0926,1.8152,78.9965,-16.4319,79.0141
43.250,58.1837,54.4007,-5.3005,-0.1085,0.2933,10.4548,0.3766,10.4613,1.0919,0.0926,1.8151,56.4905,6.4144,56.5633
43.300,38.0142,60.2819,-5.3059,-0.1087,0.2933,11.2809,0.3750,11.2868,1.0919,0.0926,1.8151,75.4077,3.4809,75.4095
43.350,56.2614,56.2631,-5.3114,-0.1091,0.2933,10.9215,-0.0446,10.9216,1.0919,0.0925,1.8150,77.2310,-42.6293,77.4916
43.400,64.3017,49.5078,-5.3170,-0.1093,0.2933,11.0796,1.2780,11.1495,1.0919,0.0925,1.8150,70.1124,26.3086,70.3992
43.450,43.7276,58.9501,-5.3223,-0.1096,0.2933,11.3913,-0.9285,11.4271,1.0919,0.0925,1.8150,78.0072,16.4331,78.0300
43.500,58.8875,67.0131,-5.3276,-0.1099,0.2933,12.7710,-1.2371,12.8269,1.0919,0.0925,1.8150,71.6384,5.6259,71.6475
43.550,66.4298,63.8250,-5.3329,-0.1102,0.2933,13.1174,0.9000,13.1461,1.0919,0.0925,1.8150,73.8118,-1.3058,73.8121
43.600,64.8880,56.4646,-5.3384,-0.1105,0.2933,12.3639,-0.7048,12.3828,1.0919,0.0925,1.8149,63.1505,19.0868,63.4978
43.650,58.8462,52.3501,-5.3439,-0.1108,0.2933,11.9101,-0.8714,11.9402,1.0919,0.0925,1.8149,70.1393,24.3827,70.3802
43.700,64.7936,52.8782,-5.3494,-0.1112,0.2933,11.7072,0.2960,11.7107,1.0919,0.0924,1.8148,62.1668,-25.2701,62.8736
43.750,53.8510,55.9341,-5.3549,-0.1115,0.2933,11.2312,-0.2414,11.2337,1.0919,0.0924,1.8148,84.7312,76.4473,85.0772
43.800,67.3596,54.0516,-5.3604,-0.1118,0.2933,12.3152,-0.2754,12.3181,1.0919,0.0924,1.8148,79.0209,-48.3445,79.2671
43.850,71.5085,58.4760,-5.3658,-0.1122,0.2934,12.4451,-0.9335,12.4779,1.0919,0.0924,1.8148,84.4938,60.0326,84.5687
43.900,58.8984,64.2260,-5.3712,-0.1125,0.2934,12.6811,0.2763,12.6839,1.0919,0.0925,1.8147,52.7534,9.0074,52.9522
43.950,55.7591,59.1119,-5.3766,-0.1127,0.2934,11.6481,0.8548,11.6777,1.0919,0.0925,1.8147,101.7069,-161.5534,101.6798
44.000,63.3644,60.6135,-5.3821,-0.1129,0.2934,12.5755,1.0205,12.6142,1.0919,0.0925,1.8146,79.0183,-59.8526,79.5715
44.050,69.4390,63.6055,-5.3874,-0.1131,0.2934,12.2498,-1.2052,12.3055,1.0919,0.0926,1.8145,66.1900,-11.1125,66.2691
44.100,55.9598,49.0944,-5.3930,-0.1133,0.2934,8.3527,-0.4386,8.3639,1.0919,0.0926,1.8145,43.5012,-19.5566,45.3788
44.150,51.8228,47.5656,-5.3986,-0.1135,0.2934,9.4464,-0.1652,9.4478,1.0919,0.0926,1.8144,67.4018,20.1233,67.6345
44.200,65.9793,58.3796,-5.4040,-0.1138,0.2934,12.8451,0.3047,12.8485,1.0919,0.0926,1.8143,72.7781,-32.1992,73.0787
44.250,64.6703,69.0019,-5.4090,-0.1141,0.2934,11.5018,0.5997,11.5166,1.0919,0.0926,1.8142,61.3357,45.1367,64.3987
44.300,58.5489,68.0260,-5.4144,-0.1143,0.2934,14.2537,0.0665,14.2538,1.0919,0.0926,1.8141,83.3051,59.9044,83.4372
44.350,53.9013,70.4805,-5.4196,-0.1145,0.2934,11.4254,-0.8911,11.4583,1.0919,0.0926,1.8141,63.0431,-7.9288,63.1009
44.400,53.2327,60.6568,-5.4250,-0.1148,0.2934,12.1954,-1.2289,12.2535,1.0919,0.0926,1.8139,64.8902,20.6387,65.2263
44.450,55.2185,42.6082,-5.4306,-0.1152,0.2934,7.4214,0.4116,7.4326,1.0919,0.0926,1.8139,83.5997,48.7402,83.6510
44.500,57.6153,65.4221,-5.4360,-0.1156,0.2934,11.7939,-1.5599,11.8909,1.0919,0.0926,1.8137,50.4843,-26.5759,52.6763
44.550,63.6092,49.7818,-5.4415,-0.1160,0.2934,10.3178,-1.3170,10.3979,1.0919,0.0925,1.8137,87.5660,86.5301,88.0066
44.600,69.5201,55.3013,-5.4469,-0.1164,0.2934,11.0645,-1.1135,11.1177,1.0919,0.0925,1.8136,76.1382,-54.0096,76.8488
44.650,53.7710,43.8899,-5.4525,-0.1168,0.2934,8.6031,0.8634,8.6451,1.0919,0.0925,1.8136,70.3900,14.6594,70.4682
44.700,47.4344,64.6021,-5.4578,-0.1172,0.2934,10.5951,-0.4363,10.6036,1.0919,0.0925,1.8135,60.4316,-2.6826,60.4403
