Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
9.000,6.2124,3.4306,0.5588,0.0053,0.2935,0.1437,0.0657,0.1580,1.1777,0.0905,1.6576,4.3096,1.3803,4.5236
9.050,6.1875,3.3855,0.5647,0.0053,0.2935,0.1379,0.0619,0.1512,1.1782,0.0906,1.6491,5.7670,1.0029,5.8524
9.100,6.2512,3.3850,0.5706,0.0053,0.2935,0.1389,0.0535,0.1488,1.1787,0.0906,1.6410,5.9981,1.3713,6.1506
9.150,6.2623,3.4275,0.5765,0.0053,0.2935,0.1454,0.0429,0.1516,1.1792,0.0907,1.6332,5.5231,2.0198,5.8766
9.200,6.2348,3.4832,0.5825,0.0053,0.2935,0.1503,0.0261,0.1525,1.1798,0.0907,1.6257,4.8233,2.8515,5.5963
9.250,6.1174,3.4743,0.5884,0.0053,0.2935,0.1493,0.0234,0.1511,1.1803,0.0907,1.6187,3.7010,2.9201,4.7092
9.300,6.0376,3.4440,0.5943,0.0053,0.2935,0.1477,0.0395,0.1529,1.1808,0.0907,1.6123,2.6542,2.2416,3.4720
9.350,6.0061,3.4574,0.6003,0.0053,0.2935,0.1472,0.0533,0.1565,1.1813,0.0907,1.6063,1.9856,1.6473,2.5791
9.400,6.0104,3.4950,0.6062,0.0052,0.2935,0.1491,0.0621,0.1615,1.1819,0.0906,1.6008,1.3172,1.0717,1.6979
9.450,6.0821,3.4784,0.6121,0.0052,0.2935,0.1472,0.0657,0.1612,1.1824,0.0907,1.5959,0.5800,0.5166,0.7767
9.500,6.1814,3.5024,0.6181,0.0052,0.2935,0.1559,0.0624,0.1679,1.1829,0.0907,1.5914,0.2211,-0.0049,0.2212
9.550,6.2838,3.5404,0.6240,0.0051,0.2935,0.1538,0.0410,0.1591,1.1834,0.0907,1.5873,-0.0839,-0.2765,0.2889
9.600,6.3316,3.5145,0.6299,0.0051,0.2935,0.1499,0.0295,0.1527,1.1840,0.0907,1.5836,-0.8140,-0.1635,0.8303
9.650,6.3667,3.5118,0.6358,0.0050,0.2935,0.1522,0.0333,0.1558,1.1845,0.0907,1.5805,-1.8469,-0.0909,1.8491
9.700,6.3571,3.5452,0.6417,0.0049,0.2935,0.1560,0.0435,0.1620,1.1850,0.0907,1.5779,-2.4603,-0.1831,2.4671
9.750,6.1944,3.5691,0.6476,0.0049,0.2935,0.1588,0.0586,0.1693,1.1855,0.0907,1.5757,-4.1453,-0.3945,4.1639
9.800,6.1384,3.5448,0.6535,0.0048,0.2935,0.1533,0.0710,0.1689,1.1861,0.0906,1.5740,-3.7765,-0.8839,3.8779
9.850,6.0389,3.5189,0.6593,0.0048,0.2935,0.1479,0.0678,0.1627,1.1866,0.0906,1.5728,-3.2064,-1.3471,3.4768
9.900,5.9655,3.5085,0.6652,0.0047,0.2935,0.1525,0.0571,0.1628,1.1871,0.0907,1.5722,-3.3733,-1.8039,3.8234
9.950,6.0002,3.5792,0.6710,0.0046,0.2935,0.1559,0.0410,0.1612,1.1877,0.0907,1.5719,-2.1893,-2.0657,3.0086
10.000,6.0100,3.5972,0.6769,0.0045,0.2935,0.1561,0.0350,0.1600,1.1882,0.0907,1.5720,-0.8459,-2.3261,2.4748
10.050,6.1086,3.5729,0.6827,0.0045,0.2935,0.1536,0.0401,0.1587,1.1887,0.0908,1.5726,0.3426,-2.5101,2.5334
10.100,6.1651,3.5606,0.6886,0.0044,0.2935,0.1534,0.0485,0.1609,1.1892,0.0908,1.5737,1.1310,-2.4129,2.6643
10.150,6.1844,3.5656,0.6944,0.0043,0.2935,0.1562,0.0641,0.1688,1.1898,0.0908,1.5752,1.5922,-2.3440,2.8326
10.200,6.1463,3.5837,0.7003,0.0042,0.2935,0.1572,0.0722,0.1730,1.1903,0.0908,1.5770,2.1415,-2.0676,2.9754
10.250,6.0409,3.5686,0.7061,0.0041,0.2935,0.1545,0.0628,0.1668,1.1908,0.0908,1.5793,2.5780,-1.5526,3.0083
10.300,5.9897,3.5642,0.7120,0.0040,0.2935,0.1526,0.0494,0.1603,1.1913,0.0908,1.5820,2.3099,-1.2857,2.6429
10.350,5.9689,3.5825,0.7178,0.0039,0.2935,0.1534,0.0409,0.1588,1.1919,0.0908,1.5851,1.5522,-0.8311,1.7605
10.400,5.9827,3.5685,0.7236,0.0038,0.2935,0.1549,0.0377,0.1594,1.1924,0.0909,1.5886,0.9186,-0.0902,0.9230
10.450,6.0085,3.6069,0.7295,0.0038,0.2935,0.1578,0.0442,0.1638,1.1929,0.0909,1.5924,0.5989,0.5718,0.8280
10.500,6.0156,3.5834,0.7353,0.0037,0.2935,0.1554,0.0597,0.1664,1.1934,0.0909,1.5965,0.3436,1.1181,1.1697
10.550,6.0812,3.5615,0.7411,0.0036,0.2935,0.1560,0.0704,0.1712,1.1939,0.0909,1.6011,0.0875,1.6788,1.6811
10.600,6.1606,3.5641,0.7469,0.0035,0.2935,0.1570,0.0649,0.1699,1.1945,0.0909,1.6059,-0.0240,2.1445,2.1446
10.650,6.2265,3.5597,0.7527,0.0033,0.2935,0.1541,0.0538,0.1633,1.1950,0.0908,1.6110,-0.1793,2.2464,2.2536
10.700,6.2436,3.5686,0.7585,0.0032,0.2935,0.1531,0.0449,0.1595,1.1955,0.0908,1.6165,-0.6910,2.1498,2.2580
10.750,6.2022,3.5682,0.7644,0.0031,0.2935,0.1519,0.0353,0.1559,1.1960,0.0908,1.6223,-1.5814,2.0459,2.5851
10.800,6.1355,3.5373,0.7702,0.0029,0.2935,0.1502,0.0374,0.1548,1.1965,0.0908,1.6284,-2.5165,2.2012,3.3415
10.850,6.1001,3.5213,0.7760,0.0028,0.2935,0.1501,0.0514,0.1587,1.1971,0.0909,1.6347,-3.2697,2.6839,4.2264
10.900,6.0871,3.5175,0.7819,0.0026,0.2935,0.1518,0.0628,0.1643,1.1976,0.0909,1.6412,-3.5448,3.3917,4.9000
10.950,6.1106,3.5021,0.7877,0.0024,0.2935,0.1513,0.0612,0.1632,1.1981,0.0909,1.6479,-2.9446,3.9469,4.9187
11.000,6.1635,3.4671,0.7935,0.0023,0.2935,0.1486,0.0563,0.1589,1.1986,0.0909,1.6547,-1.5250,3.7679,4.0632
11.050,6.2455,3.4763,0.7993,0.0021,0.2934,0.1484,0.0461,0.1554,1.1991,0.0908,1.6618,-0.2255,2.4719,2.4822
11.100,6.2276,3.4579,0.8051,0.0019,0.2934,0.1497,0.0326,0.1532,1.1996,0.0908,1.6692,-0.2198,1.6371,1.6518
11.150,6.2229,3.4356,0.8110,0.0018,0.2934,0.1511,0.0292,0.1539,1.2002,0.0908,1.6767,-0.6583,-0.5596,0.8640
11.200,6.2293,3.3926,0.8168,0.0017,0.2934,0.1426,0.0376,0.1475,1.2007,0.0908,1.6843,-1.0590,-1.1088,1.5330
11.250,6.2878,3.3708,0.8226,0.0016,0.2934,0.1426,0.0488,0.1507,1.2012,0.0908,1.6920,-1.5238,-2.1649,2.6466
11.300,6.3287,3.3656,0.8284,0.0015,0.2935,0.1404,0.0503,0.1491,1.2017,0.0908,1.6999,-1.5330,-2.5692,2.9908
11.350,6.3098,3.3101,0.8342,0.0014,0.2935,0.1351,0.0519,0.1448,1.2022,0.0908,1.7079,-0.9936,-2.2187,2.4306
11.400,6.3223,3.2778,0.8400,0.0013,0.2935,0.1324,0.0511,0.1419,1.2027,0.0908,1.7160,-0.4723,-1.9316,1.9884
11.450,6.2836,3.2854,0.8458,0.0012,0.2935,0.1350,0.0396,0.1407,1.2033,0.0909,1.7241,-0.2834,-1.6375,1.6618
11.500,6.2391,3.2737,0.8516,0.0010,0.2935,0.1321,0.0236,0.1342,1.2038,0.0909,1.7322,-0.2713,-1.4460,1.4712
11.550,6.1782,3.2304,0.8574,0.0009,0.2934,0.1284,0.0218,0.1302,1.2043,0.0909,1.7403,-0.1447,-1.6718,1.6781
11.600,6.1756,3.2410,0.8632,0.0008,0.2934,0.1316,0.0283,0.1347,1.2048,0.0910,1.7485,0.1475,-1.8119,1.8179
11.650,6.1987,3.2394,0.8690,0.0006,0.2934,0.1371,0.0296,0.1403,1.2053,0.0910,1.7567,0.3459,-1.5199,1.5587
11.700,6.2465,3.2489,0.8748,0.0005,0.2934,0.1338,0.0319,0.1375,1.2058,0.0910,1.7648,0.2946,-1.1340,1.1716
11.750,6.2989,3.2410,0.8806,0.0004,0.2934,0.1370,0.0461,0.1446,1.2063,0.0910,1.7729,0.0775,-0.7962,0.8000
11.800,6.3412,3.2275,0.8864,0.0003,0.2934,0.1374,0.0531,0.1473,1.2069,0.0910,1.7810,-0.2580,-0.5192,0.5798
11.850,6.3282,3.2461,0.8922,0.0003,0.2934,0.1330,0.0390,0.1386,1.2074,0.0910,1.7890,-0.5548,-0.1872,0.5856
11.900,6.3477,3.2539,0.8980,0.0003,0.2934,0.1328,0.0293,0.1360,1.2079,0.0910,1.7970,-0.9624,-0.0631,0.9644
11.950,6.4889,3.2440,0.9038,0.0002,0.2934,0.1329,0.0279,0.1358,1.2084,0.0910,1.8048,-1.9008,0.0000,1.9008
12.000,6.6597,3.2241,0.9096,0.0002,0.2934,0.1293,0.0267,0.1320,1.2089,0.0910,1.8125,-3.0926,0.5126,3.1347
12.050,6.8112,3.2050,0.9154,0.0001,0.2934,0.1270,0.0197,0.1285,1.2095,0.0910,1.8202,-3.8293,0.7745,3.9064
12.100,6.9507,3.4623,0.9211,0.0000,0.2934,0.1272,0.0249,0.1296,1.2100,0.0910,1.8278,-3.4835,0.0833,3.4845
12.150,6.9939,3.2528,0.9269,-0.0001,0.2934,0.1286,0.0394,0.1345,1.2105,0.0911,1.8351,-2.1792,-0.6550,2.2753
12.200,6.9267,3.2531,0.9327,-0.0001,0.2934,0.1263,0.0495,0.1356,1.2110,0.0911,1.8424,-1.1230,-1.0296,1.5234
12.250,6.8088,3.2705,0.9384,-0.0002,0.2934,0.1297,0.0467,0.1378,1.2115,0.0913,1.8495,-1.0038,0.1937,1.0223
12.300,6.7191,3.2568,0.9442,-0.0003,0.2934,0.1297,0.0457,0.1375,1.2120,0.0914,1.8564,-0.7656,1.8404,1.9931
12.350,6.6296,3.2681,0.9500,-0.0004,0.2935,0.1315,0.0406,0.1376,1.2126,0.0914,1.8630,-0.3224,1.0817,1.1287
12.400,6.6076,3.3008,0.9557,-0.0005,0.2935,0.1378,0.0317,0.1414,1.2131,0.0914,1.8694,0.3332,0.8679,0.9296
12.450,6.5956,3.3010,0.9615,-0.0006,0.2935,0.1369,0.0193,0.1383,1.2136,0.0914,1.8756,0.7603,1.6211,1.7903
12.500,6.5706,3.2886,0.9672,-0.0007,0.2935,0.1349,0.0200,0.1364,1.2141,0.0914,1.8816,0.4816,1.3157,1.4010
12.550,6.5861,3.2860,0.9730,-0.0008,0.2935,0.1344,0.0306,0.1378,1.2146,0.0914,1.8875,-0.2988,0.0993,0.3148
12.600,6.6032,3.2720,0.9787,-0.0010,0.2935,0.1305,0.0367,0.1356,1.2152,0.0914,1.8930,-0.9865,-0.9302,1.3557
12.650,6.6389,3.2907,0.9845,-0.0011,0.2935,0.1390,0.0420,0.1452,1.2157,0.0914,1.8985,-1.3121,-1.6608,2.1161
12.700,6.6202,3.3038,0.9903,-0.0011,0.2934,0.1328,0.0449,0.1402,1.2162,0.0914,1.9036,-1.1906,-2.3066,2.5952
12.750,6.5698,3.2867,0.9961,-0.0012,0.2934,0.1290,0.0473,0.1374,1.2167,0.0915,1.9085,-1.0085,-2.0151,2.2530
12.800,6.6200,3.2725,1.0019,-0.0011,0.2934,0.1293,0.0411,0.1357,1.2172,0.0915,1.9132,-0.6587,-1.9163,2.0262
12.850,6.7662,3.2613,1.0077,-0.0011,0.2933,0.1317,0.0263,0.1343,1.2177,0.0916,1.9175,-0.3584,-1.7288,1.7655
12.900,6.9461,3.2720,1.0135,-0.0011,0.2933,0.1288,0.0183,0.1301,1.2183,0.0916,1.9214,-0.1676,-1.5295,1.5387
12.950,7.1108,3.2491,1.0192,-0.0011,0.2933,0.1264,0.0227,0.1284,1.2188,0.0915,1.9252,-0.0133,-1.2118,1.2118
13.000,7.2001,3.2100,1.0250,-0.0011,0.2932,0.1377,0.0301,0.1410,1.2193,0.0916,1.9289,0.2000,-0.4463,0.4891
13.050,7.2577,3.1729,1.0308,-0.0011,0.2932,0.1227,0.0243,0.1251,1.2198,0.0916,1.9320,0.2943,0.4526,0.5398
13.100,7.2338,2.9932,1.0365,-0.0012,0.2932,0.1026,0.0235,0.1052,1.2203,0.0915,1.9349,-0.1008,1.0708,1.0755
13.150,7.1592,2.9326,1.0423,-0.0013,0.2932,0.1020,0.0364,0.1083,1.2208,0.0916,1.9378,-1.0032,1.2625,1.6124
13.200,7.0250,2.8936,1.0480,-0.0014,0.2931,0.0934,0.0217,0.0959,1.2214,0.0916,1.9402,-1.0671,1.0277,1.4813
13.250,6.8468,3.1020,1.0538,-0.0015,0.2931,0.0974,0.0168,0.0988,1.2219,0.0916,1.9424,-0.1250,0.7743,0.7843
13.300,6.8478,2.8794,1.0595,-0.0016,0.2931,0.0984,0.0132,0.0993,1.2224,0.0916,1.9442,0.3499,0.3739,0.5121
13.350,6.8333,2.8764,1.0653,-0.0017,0.2931,0.0940,0.0064,0.0943,1.2229,0.0915,1.9456,-0.0605,-0.2343,0.2420
13.400,6.9086,2.8678,1.0710,-0.0018,0.2930,0.1022,0.0061,0.1024,1.2234,0.0914,1.9470,-0.9022,-0.8838,1.2629
13.450,7.0515,2.8016,1.0768,-0.0020,0.2930,0.0881,0.0054,0.0882,1.2240,0.0914,1.9480,-2.0938,-0.9833,2.3129
13.500,7.1724,2.7884,1.0825,-0.0021,0.2930,0.0838,0.0066,0.0840,1.2245,0.0914,1.9488,-2.7517,-0.7771,2.8590
13.550,7.1937,2.7848,1.0883,-0.0022,0.2930,0.0820,0.0073,0.0823,1.2250,0.0914,1.9494,-2.0293,-0.7514,2.1637
13.600,7.0994,2.7746,1.0940,-0.0023,0.2930,0.0814,0.0080,0.0818,1.2255,0.0914,1.9496,-0.9460,-0.4548,1.0496
13.650,7.0331,2.7921,1.0998,-0.0024,0.2930,0.0854,0.0110,0.0861,1.2260,0.0914,1.9496,-0.8286,0.4856,0.9604
13.700,7.0039,2.7870,1.1055,-0.0025,0.2930,0.0881,0.0131,0.0891,1.2265,0.0914,1.9493,-0.5993,0.4374,0.7419
13.750,6.9638,3.0236,1.1113,-0.0026,0.2929,0.0848,0.0133,0.0859,1.2271,0.0914,1.9486,-0.7481,0.0536,0.7500
13.800,6.9324,2.7606,1.1170,-0.0027,0.2929,0.0770,0.0115,0.0779,1.2276,0.0914,1.9477,-1.2147,0.4430,1.2930
13.850,6.9196,2.7529,1.1228,-0.0028,0.2929,0.0753,0.0121,0.0763,1.2281,0.0914,1.9468,-1.8844,0.6792,2.0029
13.900,6.9393,2.7556,1.1286,-0.0029,0.2929,0.0763,0.0126,0.0774,1.2286,0.0914,1.9456,-2.4268,0.2209,2.4368
13.950,6.9528,2.7712,1.1343,-0.0029,0.2929,0.0782,0.0124,0.0792,1.2291,0.0915,1.9440,-2.4717,-0.4286,2.5085
14.000,6.9997,2.7992,1.1401,-0.0030,0.2929,0.0849,0.0126,0.0859,1.2296,0.0915,1.9422,-2.2740,-0.9755,2.4740
14.050,7.0270,2.7878,1.1458,-0.0031,0.2929,0.0800,0.0090,0.0805,1.2302,0.0915,1.9402,-2.1601,-1.3977,2.5721
14.100,7.0318,2.7845,1.1516,-0.0032,0.2929,0.0793,0.0061,0.0795,1.2307,0.0915,1.9380,-2.0480,-1.7005,2.6610
14.150,7.0392,2.7832,1.1574,-0.0033,0.2929,0.0831,0.0054,0.0833,1.2312,0.0915,1.9356,-1.7873,-1.7913,2.5296
14.200,7.0466,2.8048,1.1632,-0.0034,0.2928,0.0849,0.0048,0.0850,1.2317,0.0915,1.9329,-1.4284,-1.5441,2.1030
14.250,7.0116,2.8776,1.1690,-0.0035,0.2928,0.0895,0.0073,0.0898,1.2322,0.0915,1.9301,-1.3411,-0.8547,1.5901
14.300,7.0281,2.9344,1.1748,-0.0036,0.2928,0.0931,0.0069,0.0934,1.2327,0.0914,1.9271,-1.6066,-0.1967,1.6186
14.350,7.0292,2.9757,1.1806,-0.0037,0.2928,0.0977,-0.0006,0.0977,1.2333,0.0914,1.9240,-1.8117,-0.0224,1.8118
14.400,7.0916,3.0103,1.1863,-0.0038,0.2928,0.1078,-0.0079,0.1080,1.2338,0.0914,1.9207,-1.7381,-0.1121,1.7417
14.450,7.0492,3.0274,1.1921,-0.0039,0.2928,0.1068,-0.0115,0.1074,1.2343,0.0914,1.9171,-1.6015,-0.2462,1.6203
14.500,6.8115,3.0298,1.1980,-0.0040,0.2928,0.1036,-0.0094,0.1040,1.2348,0.0913,1.9135,-1.5081,-0.0618,1.5093
14.550,6.7697,2.9922,1.2038,-0.0041,0.2928,0.1031,-0.0072,0.1034,1.2353,0.0913,1.9098,-1.0873,-0.4503,1.1768
14.600,6.7699,2.9686,1.2096,-0.0042,0.2928,0.1038,-0.0059,0.1040,1.2358,0.0913,1.9059,-1.3276,-0.4571,1.4041
14.650,6.8537,2.9728,1.2154,-0.0043,0.2928,0.1011,-0.0061,0.1013,1.2363,0.0912,1.9018,-1.8246,-0.7182,1.9607
14.700,6.8010,2.9871,1.2212,-0.0044,0.2928,0.1006,-0.0081,0.1009,1.2369,0.0912,1.8977,-2.4224,-0.7052,2.5227
14.750,6.7564,3.0141,1.2270,-0.0045,0.2928,0.1084,-0.0122,0.1091,1.2374,0.0912,1.8936,-2.3897,-1.2218,2.6833
14.800,6.7732,3.0259,1.2329,-0.0046,0.2928,0.1104,-0.0133,0.1112,1.2379,0.0912,1.8892,-2.1692,-1.3288,2.5432
14.850,6.7177,3.0301,1.2387,-0.0047,0.2928,0.1079,-0.0136,0.1087,1.2384,0.0912,1.8847,-1.2452,-1.7005,2.1072
14.900,6.6851,2.9981,1.2445,-0.0047,0.2927,0.1125,-0.0140,0.1134,1.2389,0.0911,1.8803,-0.0394,-2.2432,2.2435
14.950,6.6883,3.0269,1.2504,-0.0048,0.2927,0.1078,-0.0112,0.1084,1.2394,0.0911,1.8757,0.5541,-2.1053,2.1769
15.000,6.6545,3.0240,1.2562,-0.0048,0.2927,0.1080,-0.0129,0.1088,1.2399,0.0911,1.8712,0.5348,-1.3140,1.4186
15.050,6.7221,3.0220,1.2621,-0.0049,0.2927,0.1094,-0.0144,0.1103,1.2405,0.0911,1.8666,0.2206,-0.5225,0.5672
15.100,6.7185,3.0312,1.2680,-0.0049,0.2928,0.1100,-0.0136,0.1108,1.2410,0.0911,1.8619,-0.0907,-0.0014,0.0907
15.150,6.7247,3.0225,1.2738,-0.0050,0.2928,0.1095,-0.0130,0.1102,1.2415,0.0911,1.8573,-0.2318,0.1366,0.2690
15.200,6.7117,3.0117,1.2797,-0.0050,0.2928,0.1083,-0.0123,0.1090,1.2420,0.0911,1.8526,-0.3483,0.1558,0.3816
15.250,6.6878,3.0077,1.2855,-0.0050,0.2928,0.1044,-0.0121,0.1051,1.2425,0.0911,1.8478,-0.4054,0.0349,0.4069
15.300,6.6543,3.0144,1.2914,-0.0050,0.2928,0.1097,-0.0137,0.1105,1.2430,0.0911,1.8432,-0.4340,0.0816,0.4416
15.350,6.6755,3.0203,1.2972,-0.0050,0.2928,0.1001,-0.0126,0.1009,1.2436,0.0911,1.8385,-0.4919,-0.0023,0.4920
15.400,6.6386,3.0076,1.3030,-0.0050,0.2928,0.0974,-0.0134,0.0983,1.2441,0.0912,1.8340,-0.4793,-0.4757,0.6753
15.450,6.6758,2.9992,1.3089,-0.0050,0.2928,0.1012,-0.0136,0.1021,1.2446,0.0913,1.8295,-0.5563,-0.8739,1.0359
15.500,6.6594,2.9872,1.3147,-0.0050,0.2927,0.1035,-0.0118,0.1042,1.2451,0.0914,1.8248,-0.7275,-1.0173,1.2506
15.550,6.5752,2.9867,1.3206,-0.0050,0.2927,0.1041,-0.0102,0.1046,1.2456,0.0914,1.8202,-0.7988,-1.0959,1.3560
15.600,6.4482,2.9693,1.3264,-0.0050,0.2927,0.0998,-0.0099,0.1003,1.2461,0.0914,1.8156,-0.7518,-1.0452,1.2875
15.650,6.3229,2.9829,1.3323,-0.0051,0.2927,0.1087,-0.0112,0.1093,1.2466,0.0914,1.8112,-0.6749,-0.8514,1.0864
15.700,6.2866,2.9748,1.3381,-0.0051,0.2927,0.1016,-0.0101,0.1021,1.2471,0.0915,1.8068,-0.7234,-0.6037,0.9422
15.750,6.2362,2.9753,1.3440,-0.0052,0.2927,0.0980,-0.0096,0.0985,1.2477,0.0915,1.8025,-0.9412,-0.2721,0.9798
15.800,6.3074,2.9659,1.3499,-0.0053,0.2927,0.0959,-0.0094,0.0964,1.2482,0.0915,1.7984,-1.2170,0.0301,1.2173
15.850,6.3780,2.9888,1.3558,-0.0053,0.2928,0.1123,-0.0104,0.1128,1.2487,0.0916,1.7944,-1.5821,0.1450,1.5888
15.900,6.4571,2.9808,1.3617,-0.0054,0.2928,0.1050,-0.0090,0.1054,1.2492,0.0916,1.7903,-1.6229,0.2516,1.6423
15.950,6.4543,2.9625,1.3676,-0.0055,0.2928,0.1053,-0.0087,0.1057,1.2497,0.0916,1.7863,-1.1926,0.8246,1.4498
16.000,6.4692,2.9630,1.3735,-0.0056,0.2928,0.1056,-0.0089,0.1059,1.2502,0.0916,1.7824,-0.6749,1.1491,1.3325
16.050,6.4120,2.9621,1.3794,-0.0057,0.2928,0.1012,-0.0080,0.1015,1.2507,0.0915,1.7786,-0.1768,0.9876,1.0033
16.100,6.3550,2.9608,1.3852,-0.0058,0.2928,0.0974,-0.0080,0.0978,1.2512,0.0915,1.7751,0.2504,0.5197,0.5769
16.150,6.3480,2.9640,1.3911,-0.0059,0.2929,0.0964,-0.0068,0.0967,1.2518,0.0915,1.7717,0.5720,0.1282,0.5861
16.200,6.3331,2.9769,1.3970,-0.0060,0.2929,0.0970,-0.0062,0.0972,1.2523,0.0916,1.7685,0.7371,-0.1320,0.7488
16.250,6.3343,2.9901,1.4029,-0.0060,0.2929,0.1087,-0.0077,0.1090,1.2528,0.0917,1.7654,0.6996,-0.2852,0.7555
16.300,6.3607,2.9807,1.4088,-0.0060,0.2929,0.1026,-0.0064,0.1028,1.2533,0.0917,1.7622,0.4706,-0.3645,0.5952
16.350,6.3251,2.9705,1.4147,-0.0060,0.2930,0.1028,-0.0058,0.1030,1.2538,0.0917,1.7592,0.0886,-0.3157,0.3280
16.400,6.3663,2.9619,1.4205,-0.0060,0.2930,0.1060,-0.0052,0.1061,1.2543,0.0917,1.7565,-0.3373,-0.3038,0.4540
16.450,6.3568,2.9603,1.4264,-0.0061,0.2930,0.1050,-0.0044,0.1051,1.2548,0.0917,1.7537,-0.7048,-0.2587,0.7508
16.500,6.3448,2.9642,1.4323,-0.0061,0.2931,0.1012,-0.0044,0.1013,1.2553,0.0916,1.7512,-1.0395,-0.2098,1.0605
16.550,6.3368,2.9716,1.4382,-0.0062,0.2931,0.0989,-0.0045,0.0990,1.2559,0.0916,1.7489,-1.3698,-0.0975,1.3733
16.600,6.3260,3.2252,1.4441,-0.0062,0.2932,0.1017,-0.0041,0.1017,1.2564,0.0917,1.7469,-1.6271,0.0715,1.6286
16.650,6.3087,2.9731,1.4499,-0.0063,0.2932,0.1034,-0.0031,0.1034,1.2569,0.0917,1.7449,-1.7495,0.1794,1.7587
16.700,6.2743,2.9717,1.4558,-0.0065,0.2932,0.1008,-0.0025,0.1009,1.2574,0.0917,1.7429,-1.7453,0.1239,1.7497
16.750,6.2493,2.9729,1.4616,-0.0066,0.2932,0.1025,-0.0024,0.1025,1.2579,0.0917,1.7412,-1.6926,-0.0330,1.6929
16.800,6.2550,2.9727,1.4675,-0.0067,0.2933,0.1037,-0.0031,0.1038,1.2584,0.0917,1.7397,-1.6712,-0.2339,1.6874
16.850,6.1949,2.9794,1.4734,-0.0068,0.2933,0.1048,-0.0037,0.1049,1.2589,0.0917,1.7382,-1.7519,-0.4637,1.8121
16.900,6.1836,2.9835,1.4793,-0.0070,0.2933,0.1056,-0.0036,0.1057,1.2594,0.0917,1.7370,-1.9102,-0.7498,2.0519
16.950,6.2035,3.2288,1.4851,-0.0071,0.2933,0.1059,-0.0038,0.1060,1.2599,0.0917,1.7359,-2.0335,-0.8956,2.2217
17.000,6.2478,2.9844,1.4911,-0.0072,0.2933,0.0986,-0.0042,0.0987,1.2605,0.0917,1.7348,-2.0511,-0.8569,2.2226
17.050,6.2828,2.9901,1.4970,-0.0073,0.2933,0.0925,-0.0042,0.0926,1.2610,0.0917,1.7342,-1.9609,-0.7366,2.0944
17.100,6.3565,2.9901,1.5030,-0.0074,0.2933,0.0881,-0.0039,0.0882,1.2615,0.0918,1.7338,-1.8683,-0.5826,1.9569
17.150,6.3922,2.9872,1.5089,-0.0075,0.2933,0.0897,-0.0036,0.0898,1.2620,0.0919,1.7335,-1.7186,-0.4446,1.7751
17.200,6.4053,2.9883,1.5149,-0.0076,0.2933,0.0928,-0.0029,0.0928,1.2625,0.0920,1.7332,-1.1683,-0.4563,1.2542
17.250,6.3758,3.0008,1.5208,-0.0077,0.2933,0.1008,-0.0016,0.1008,1.2630,0.0921,1.7330,-1.5304,0.2005,1.5434
17.300,6.3567,3.0290,1.5268,-0.0079,0.2933,0.1072,-0.0003,0.1072,1.2635,0.0921,1.7329,-1.0068,0.0639,1.0088
17.350,6.3073,3.0611,1.5328,-0.0080,0.2933,0.1176,0.0011,0.1176,1.2640,0.0920,1.7329,-0.8846,-0.0679,0.8872
17.400,6.3046,3.0328,1.5387,-0.0082,0.2933,0.1096,0.0021,0.1096,1.2645,0.0919,1.7330,-1.0148,-0.1933,1.0330
17.450,6.2770,3.0374,1.5447,-0.0083,0.2933,0.1063,0.0040,0.1064,1.2651,0.0919,1.7335,-1.2689,-0.1736,1.2807
17.500,6.3191,3.0748,1.5507,-0.0085,0.2933,0.1069,0.0071,0.1072,1.2656,0.0918,1.7342,-1.5826,-0.2011,1.5953
17.550,6.3398,3.0726,1.5567,-0.0087,0.2934,0.1025,0.0067,0.1027,1.2661,0.0919,1.7350,-1.8913,-0.1582,1.8979
17.600,6.3640,3.0975,1.5626,-0.0089,0.2934,0.0999,0.0084,0.1003,1.2666,0.0919,1.7359,-2.1976,-0.1051,2.2001
17.650,6.4002,3.1168,1.5686,-0.0090,0.2934,0.1027,0.0119,0.1034,1.2671,0.0920,1.7370,-2.4815,-0.0823,2.4828
17.700,6.4123,3.1064,1.5746,-0.0092,0.2934,0.1138,0.0149,0.1148,1.2676,0.0921,1.7382,-2.7077,0.0272,2.7079
17.750,6.4118,3.1045,1.5806,-0.0094,0.2934,0.1150,0.0156,0.1161,1.2681,0.0921,1.7392,-2.8668,-0.1021,2.8687
17.800,6.3796,3.1382,1.5865,-0.0096,0.2934,0.1199,0.0175,0.1211,1.2686,0.0920,1.7405,-3.0269,-0.2363,3.0360
17.850,6.3612,3.1661,1.5925,-0.0098,0.2934,0.1197,0.0173,0.1210,1.2691,0.0919,1.7418,-3.1454,-0.4114,3.1720
17.900,6.3348,3.1938,1.5985,-0.0100,0.2934,0.1199,0.0184,0.1213,1.2696,0.0918,1.7434,-3.2284,-0.4163,3.2550
17.950,6.3488,3.1969,1.6045,-0.0102,0.2934,0.1195,0.0205,0.1212,1.2701,0.0918,1.7452,-3.3096,-0.2000,3.3156
